,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,total_loss,style_loss,content_loss
0,0.0,0.0,0.0,0.0,462314995.73333335,462314995.73333335,7.6117592773983334e-06
1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,432661341.73333335,431631425.06666666,1029913.2549479167
2,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,404058962.8,402005135.2,2053826.6619140622
3,0.05,0.05,0.05,0.05,377881437.06666666,374374539.6,3506899.9283854165
4,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,356447634.6666667,351270293.46666664,5177342.2609375
5,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,339593957.8666667,332743365.46666664,6850593.10625
6,0.1,0.1,0.1,0.1,326449526.0,318079914.93333334,8369609.70625
7,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,316265977.46666664,306595330.93333334,9670646.408333333
8,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,308573209.46666664,297823289.6,10749921.183333334
9,0.15,0.15,0.15,0.15,302875843.73333335,291258335.06666666,11617509.6375
10,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,298667321.8666667,286377046.8,12290273.883333333
11,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.18333333333333332,295523974.8,282733059.06666666,12790915.6
12,0.2,0.2,0.2,0.2,293161536.1333333,280011017.73333335,13150517.529166667
13,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.21666666666666667,291405522.93333334,278005009.3333333,13400514.158333333
14,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,290136969.8666667,276569493.6,13567476.566666666
15,0.25,0.25,0.25,0.25,289242934.1333333,275571615.8666667,13671317.733333332
16,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,288591151.06666666,274860159.8666667,13730991.133333333
17,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,288020097.6,274260888.0,13759210.066666666
18,0.3,0.3,0.3,0.3,287398559.8666667,273630672.0,13767885.875
19,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,286633368.6666667,272865528.26666665,13767840.066666666
20,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,285684756.26666665,271918016.93333334,13766739.625
21,0.35,0.35,0.35,0.35,284543764.6666667,270776317.3333333,13767447.183333334
22,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,283229760.8,269456277.2,13773483.491666667
23,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,281778747.73333335,267993983.46666667,13784763.708333334
24,0.4,0.4,0.4,0.4,280240844.4,266441551.2,13799294.1
25,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,278671583.46666664,264855874.93333334,13815707.891666668
26,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,277117351.73333335,263284378.26666668,13832971.025
27,0.45,0.45,0.45,0.45,275600889.73333335,261753022.8,13847864.25
28,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,274138272.53333336,260278130.26666668,13860143.6
29,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,272735366.53333336,258867259.2,13868108.941666666
30,0.5,0.5,0.5,0.5,271396870.4,257526442.53333333,13870430.108333332
31,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667,270123530.4,256258718.8,13864811.858333332
32,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,268918070.53333336,255067414.66666666,13850655.558333334
33,0.55,0.55,0.55,0.55,267777530.0,253947445.46666667,13830085.441666666
34,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5666666666666667,266696565.2,252894667.33333334,13801897.733333332
35,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,265671624.53333333,251903550.26666668,13768074.925
36,0.6,0.6,0.6,0.6,264702597.06666666,250973215.46666667,13729380.075
37,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6166666666666667,263792822.26666668,250105627.33333334,13687194.783333333
38,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,262947148.53333333,249305149.73333332,13642000.033333333
39,0.65,0.65,0.65,0.65,262170389.86666667,248575858.93333334,13594530.025
40,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,261456598.8,247910985.46666667,13545611.941666666
41,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.6833333333333333,260795461.2,247299669.73333332,13495790.766666668
42,0.7,0.7,0.7,0.7,260176397.73333332,246729789.06666666,13446608.983333332
43,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.7166666666666667,259584717.33333334,246186263.33333334,13398454.183333334
44,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,259014752.4,245663144.8,13351608.941666666
45,0.75,0.75,0.75,0.75,258461673.46666667,245155260.4,13306412.508333333
46,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,257924229.6,244661954.4,13262274.775
47,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.7833333333333333,257404643.33333334,244185880.8,13218761.825
48,0.8,0.8,0.8,0.8,256903834.13333333,243728449.86666667,13175385.716666667
49,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.8166666666666667,256422262.0,243289888.13333333,13132373.991666667
50,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,255962338.66666666,242872779.46666667,13089559.433333334
51,0.85,0.85,0.85,0.85,255524482.8,242477484.66666666,13046998.825
52,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,255108866.53333333,242103736.66666666,13005131.0
53,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,254715239.46666667,241751171.06666666,12964066.841666667
54,0.9,0.9,0.9,0.9,254337627.06666666,241414298.8,12923326.358333332
55,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,253969065.2,241086549.33333334,12882516.516666668
56,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,253603849.6,240763481.33333334,12840367.025
57,0.95,0.95,0.95,0.95,253239848.53333333,240443880.0,12795967.791666666
58,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,252880731.33333334,240129746.26666668,12750983.825
59,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,252528014.8,239822579.06666666,12705435.875
60,1.0,1.0,1.0,1.0,252184252.4,239524759.6,12659491.65
61,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,251852595.2,239239410.93333334,12613184.541666666
62,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,251530862.0,238965122.0,12565739.55
63,1.05,1.05,1.05,1.05,251217530.8,238699288.0,12518244.016666668
64,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,250910834.13333333,238439831.73333332,12471000.316666666
65,1.0833333333333333,1.0833333333333333,1.0833333333333333,1.0833333333333333,250609414.53333333,238185818.93333334,12423595.85
66,1.1,1.1,1.1,1.1,250312841.86666667,237936441.46666667,12376400.658333333
67,1.1166666666666667,1.1166666666666667,1.1166666666666667,1.1166666666666667,250019335.6,237690192.93333334,12329142.291666666
68,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,249728660.26666668,237446618.93333334,12282041.3
69,1.15,1.15,1.15,1.15,249442057.46666667,237207240.13333333,12234818.554166667
70,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,249158964.93333334,236970791.46666667,12188173.9125
71,1.1833333333333333,1.1833333333333333,1.1833333333333333,1.1833333333333333,248880439.2,236738288.93333334,12142150.45
72,1.2,1.2,1.2,1.2,248606250.4,236509075.86666667,12097175.191666666
73,1.2166666666666666,1.2166666666666666,1.2166666666666666,1.2166666666666666,248337978.13333333,236285338.0,12052639.433333334
74,1.2333333333333334,1.2333333333333334,1.2333333333333334,1.2333333333333334,248074208.93333334,236065571.6,12008637.658333333
75,1.25,1.25,1.25,1.25,247814104.0,235849190.26666668,11964914.341666667
76,1.2666666666666666,1.2666666666666666,1.2666666666666666,1.2666666666666666,247557612.4,235636282.13333333,11921330.925
77,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,247303484.4,235426477.2,11877007.220833333
78,1.3,1.3,1.3,1.3,247050927.33333334,235218554.26666668,11832373.75
79,1.3166666666666667,1.3166666666666667,1.3166666666666667,1.3166666666666667,246800293.6,235012730.13333333,11787564.129166666
80,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,246551616.53333333,234808767.46666667,11742849.425
81,1.35,1.35,1.35,1.35,246306316.66666666,234608040.26666668,11698275.4
82,1.3666666666666667,1.3666666666666667,1.3666666666666667,1.3666666666666667,246065761.86666667,234412012.53333333,11653749.979166666
83,1.3833333333333333,1.3833333333333333,1.3833333333333333,1.3833333333333333,245830592.8,234221158.53333333,11609434.120833334
84,1.4,1.4,1.4,1.4,245601098.53333333,234035760.53333333,11565337.933333334
85,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.4166666666666667,245375394.93333334,233854278.8,11521114.941666666
86,1.4333333333333333,1.4333333333333333,1.4333333333333333,1.4333333333333333,245152909.73333332,233676180.53333333,11476729.058333334
87,1.45,1.45,1.45,1.45,244932296.8,233499872.13333333,11432425.6125
88,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,244713904.93333334,233325429.73333332,11388475.766666668
89,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,244498135.46666667,233153078.13333333,11345055.6
90,1.5,1.5,1.5,1.5,244283537.6,232981259.86666667,11302277.891666668
91,1.5166666666666666,1.5166666666666666,1.5166666666666666,1.5166666666666666,244070418.13333333,232810372.66666666,11260045.408333333
92,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,243858349.6,232640004.66666666,11218343.895833334
93,1.55,1.55,1.55,1.55,243647828.93333334,232470853.73333332,11176976.333333334
94,1.5666666666666667,1.5666666666666667,1.5666666666666667,1.5666666666666667,243439764.53333333,232304097.06666666,11135668.783333333
95,1.5833333333333333,1.5833333333333333,1.5833333333333333,1.5833333333333333,243234717.33333334,232140216.53333333,11094500.445833333
96,1.6,1.6,1.6,1.6,243030644.0,231977780.4,11052862.466666667
97,1.6166666666666667,1.6166666666666667,1.6166666666666667,1.6166666666666667,242827997.06666666,231817182.26666668,11010816.820833333
98,1.6333333333333333,1.6333333333333333,1.6333333333333333,1.6333333333333333,242625821.46666667,231657786.8,10968033.3625
99,1.65,1.65,1.65,1.65,242424203.86666667,231499594.13333333,10924608.991666667
